fips,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,votergap20,votergap16
31037,10332,43.916,9.183,48.517,2.6,50.758,28.1,14.1,25.5,31.5,11.4,-43.3414043,-41.425
24019,32043,4.919,32.272,52.301,7.4,42.279,17.6,19.3,30.3,35.7,320.2,-11.9359079,-15.983
51019,67154,2.053,10.154,50.575,4.4,55.507,11.8,26.3,24,33.1,8.9,-48.1291993,-49.412
45031,66445,2.081,43.465,52.807,7.4,35.64,19.5,16.1,32.5,37.7,36.8,-4.9726995,-3.735
5135,17664,2.105,4.689,50.591,7.1,32.101,18.5,10.6,31.4,37.3,28.6,-60.0052868,-54.278
55019,33426,4.43,2.569,49.499,4.4,45.316,18.2,11.7,23.9,34.1,28.7,-36.7700363,-32.625
53057,119534,17.879,9.335,50.418,6.7,51.395,11.8,24.5,17.9,26.4,67.5,7.477221,6.617
53003,21432,3.823,5.772,51.509,4.7,44.055,11.3,18.5,21.9,33.4,34,-25.6798594,-26.786
8003,15424,45.823,12.318,49.818,5.2,38.14,15.4,24.1,16.8,23,21.4,-0.6915984,1.986
26107,41775,2.166,6.933,49.876,5.9,41.572,10.4,22.2,25.9,35,58,-27.9918286,-26.112
5085,66677,4.173,9.822,50.625,4.3,54.459,12.8,18.7,29.9,35.8,88.7,-52.8276042,-52.816
13207,25425,2.254,26.241,49.681,5.6,53.542,19.7,19.8,26.7,31.9,66.8,-42.8168291,-41.428
13257,25700,3.197,15.235,51.755,6.5,36.87,17.9,15.7,30.2,30.1,146.1,-58.7547329,-59.908
19045,48934,3.065,6.115,50.85,4.9,48.528,9.4,19.2,26.5,33.4,23.3,-10.5237574,-5.143
31171,565,2.047,1.608,47.661,3,39.537,6.4,24.2,26.8,32.8,9.1,-77.7517564,-81.137
10005,192747,9.464,17.516,51.485,5,53.316,14.7,21.9,25.5,31,210.6,-11.2468304,-21.999
47085,18274,2.333,5.294,50.477,6.9,42.837,15.3,13.6,32.2,35.6,42.1,-49.8178728,-41.476
29149,10291,1.561,4.793,50.808,6.3,29.415,19.1,9.3,25.6,32.4,26.6,-63.8109306,-60.099
18009,13051,1.618,2.838,50.732,6,39.563,13.5,10.5,29.7,36,21.8,-46.0661558,-43.675
13249,4325,4.315,23.026,52.709,6.6,39.601,25.9,14.1,25.9,30.4,30,-58.8131868,-56.103
51033,27870,4.512,32.928,50.884,5.1,56.099,18.1,19.3,20.7,29.6,54.1,-4.1687131,-5.06
5121,17952,1.866,3.097,50.816,7.4,37.761,18.4,14.4,39.4,35.3,27.6,-60.7751027,-48.338
27005,32076,2.004,12.514,50.045,4.4,51.116,9.5,21.6,22.7,32.6,782.1,-30.1479305,-33.189
49053,137473,10.127,6.289,50.5,4,50.169,7.8,27.1,17.1,23.7,20,-51.3495114,-51.422
27143,14925,8.592,3.052,49.573,4.1,59.893,11,15.8,26.6,33.3,204.4,-40.7832466,-41.918
1011,10985,7.526,72.831,45.241,7.8,26.58,34.5,14.1,31.7,43,17.5,49.8590938,50.862
39139,124490,1.812,12.56,49.129,5.6,41.948,13.3,15.9,28.9,32.8,71.5,-39.7365569,-37.544
26041,36918,1.174,5.564,50.529,6.5,43.338,8.8,18,22.4,32.1,25.3,-26.4810174,-25.348
38073,5500,1.762,3.322,49.046,2.4,56.27,10.3,18.6,28.6,33.1,9.6,-19.2746536,-16.098
51183,12116,2.825,59.752,40.64,6.8,37.748,31.4,9,25.5,35.9,24.7,11.9496855,16.263
38079,13797,1.843,79.623,50.945,10.1,35.63,18.5,20,29.6,41.4,11.4,32.2029443,24.222
35017,29903,49.904,6.627,50.697,6.6,38.221,14.8,25.6,18.8,21.8,12.9,7.1839279,7.669
17165,25738,1.67,7.231,50.75,7.7,38.329,14.6,14,23.3,30.1,410.6,-48.0209651,-50.712
12097,270618,51.033,20.105,50.852,5.7,42.945,15.8,17.8,25.3,29.1,202.4,13.812081,25.028
28155,9852,1.414,21.113,50.823,7.3,34.073,16.7,19,35,33.9,25.6,-60.2038925,-58.678
42121,54183,1.111,3.072,50.756,5.8,43.81,10.8,15.9,23,34.7,142.2,-41.4053076,-42.383
4007,52199,18.721,20.219,50.432,8,37.677,16.4,17.1,24.5,27.5,11.3,-34.1045477,-32.368
16017,41403,3.063,4.142,50.178,5.9,45.193,8.4,21.7,21.6,24.7,3.7,-36.7989757,-30.211
1009,58345,8.954,4.229,50.592,5.4,45.567,21.9,12.3,28,34.6,88.9,-80.0021748,-81.382
22029,18989,1.241,42.116,49.225,8.6,31.835,24.7,10.5,36.4,38.3,22.8,-26.8803806,-24.828
51820,22241,7.077,16.937,52.417,4.7,44.843,15.4,19,22.9,29.7,1396.8,-5.0947094,-11.367
13051,256992,6.166,45.76,51.794,5.7,50.154,11.3,32.3,21.5,31.3,621.7,18.7505622,14.478
19193,102831,15.713,11.552,50.412,3.7,45.641,14.6,21.3,26.8,34.3,30.5,-15.9208148,-19.857
8065,8046,37.689,6.079,46.266,3.8,46.765,7.4,30.3,15.1,17.5,19.4,20.3483969,10.583
37005,10964,9.652,4.872,50.208,6.2,35.266,20.4,17.4,29.9,27.1,143.1,-50.0493746,-47.737
28113,39834,1.477,54.68,52.583,7.4,30.078,21.4,16.3,33.7,37.2,18.9,0.96298,-0.716
19145,15260,2.924,6.08,47.588,4,46.927,11.3,18.3,25.8,35.3,16.2,-43.0658874,-44.116
8101,157224,42.728,9.383,50.642,5.7,41.382,12.2,21.4,20.9,25.9,66.7,1.7213848,0.331
18119,22397,1.303,2.63,49.598,6.2,46.001,16.9,10.7,27.7,34,49.8,-49.131664,-49.354
31167,6311,5.104,3.352,49.116,2.6,55.955,7,19.4,22.9,34.3,0.6,-64.1885479,-63.901
6021,28299,41.132,10.208,49.613,8.7,43.755,24.7,15.7,19,26.7,21.4,-27.1576525,-30.129
30001,8976,3.849,5.29,48.989,3.4,41.602,6.4,27.2,21.8,24.2,5157.5,-40.893835,-45.334
19039,9086,12.042,3.715,49.962,4,45.413,12.3,15.7,23.2,30.5,24.7,-36.124197,-28.218
51059,1037605,16.359,33.875,50.484,3.6,110.507,8.1,59.2,15.6,20.3,2766.8,41.8369944,36.225
47009,122784,3.104,6.054,51.451,5.3,47.175,12.7,21.7,31.8,34,31.7,-44.1937276,-48.796
51061,68010,7.457,12.857,50.606,3.9,89.106,8.8,34.3,24.3,25.5,100.7,-17.2677521,-24.647
13297,87311,4.063,20.686,51.378,5.3,52.082,15.7,17.2,21.9,34.4,257.2,-49.2416088,-56.435
13029,32559,6.782,21.225,50.551,5.2,66.556,10.8,32.4,28.4,29.3,69.3,-35.1686973,-43.172
28129,15826,1.582,24.373,51.89,5.5,38.975,19.1,13.6,34.5,36.8,46.7,-56.0465955,-56.63
6079,266971,22.216,11.067,49.247,4.6,61.775,10.4,32.1,14.1,24.5,81.7,13.0696119,8.423
49017,4625,6.069,5.75,47.594,8.7,45.666,7.9,21.4,20.3,32.5,2.5,-60.1756955,-53.4
48367,114919,11.691,4.899,50.153,4.2,67.655,10.9,25.6,28.6,29,29.7,-64.4020597,-67.545
20003,7872,1.831,3.701,50.487,5,45.368,11.5,17.5,31.3,33.3,26.7,-56.6191983,-52.518
45053,23221,13.797,46.1,48.983,5.1,37.715,21.7,13,29.8,37,237.5,0.7433653,11.881
51093,35877,2.971,26.987,51.358,4.6,64.35,13.7,26.1,23.7,29.3,111.8,-18.3663029,-20.985
21103,16060,3.041,5.627,50.403,4.8,43.799,19.9,11.6,30.2,31.6,105.9,-45.6519057,-43.611
18139,17175,1.386,2.573,50.972,4.3,47.418,14.2,14.7,33.9,32.6,64.6,-53.9712556,-52.218
55051,6078,1.191,2.934,49.965,8.9,39.408,7.6,20.6,21.9,29.1,7.8,-22.5685786,-23.497
30089,11096,2.911,8.266,48.624,8.2,32.815,12,15.5,22.7,26.8,1.8,-50.3804775,-51.954
18151,33579,3.404,2.869,49.226,3.9,50.078,11,20.1,28.9,33.7,75.6,-42.1606237,-43.95
27029,8242,1.681,14.041,49.915,9.2,43.674,14.2,14.2,19.7,31,56.4,-44.8598131,-43.195
29087,4868,1.004,2.788,50.29,3.7,41.652,9.8,18.3,28.8,32.5,24.1,-69.9103714,-67.291
36105,75828,15.261,14.947,48.759,5.5,48.908,15.2,21.1,22.4,29.3,1637.4,-9.0401913,-13.743
32033,9188,15.156,13.668,42.829,5.4,57.243,14.9,15.5,24.2,28.7,66.9,-58.3085034,-53.432
48455,13897,9.526,12.595,51.486,6,36.645,17,10.8,24.8,27.4,1034.4,-61.3433266,-59.896
48131,12010,88.76,3.214,48.753,8.2,35.069,35,7,25.2,27.8,4,2.6123095,35.273
13193,13336,4.115,62.581,45.533,8.9,29.43,29.8,8.7,28.7,36.4,36.8,23.0373231,27.175
12113,151759,5.388,13.033,48.751,4.8,58.587,9.8,26.5,23.7,26.1,149.6,-46.5481445,-53.445
55005,45591,2.489,4.343,49.918,5.1,46.375,11,16.6,24.8,31.6,53.2,-26.0751203,-25.38
22009,42511,1.844,33.44,49.797,7.4,34.022,29.3,9.3,36,37,69.2,-40.7645154,-36.976
12057,1195317,26.965,25.022,51.27,5,50.758,12.9,29.8,22,28.3,1204.9,6.8770601,6.805
31101,7760,6.71,3.671,49.783,2.6,45.192,7.7,22,27.5,27.5,12.6,-63.7259395,-66.996
16055,139390,4.362,5.431,50.587,5,49.061,7.9,23.1,19.6,25,37.5,-43.0605698,-42.52
17125,14785,1.109,2.671,50.624,7.2,46.878,13.5,13.3,25.8,31.7,32.7,-39.4472362,-31.758
26037,69893,4.528,5.95,50.532,3.7,60.65,6.6,28.7,18.8,31.6,54.8,-6.5307655,-12.684
18155,9675,1.815,2.271,48.546,4.9,47.606,17.6,8.7,30,32,48,-52.2147328,-44.738
48211,3463,33.888,3.565,49.39,3.2,66.505,18.5,22.2,25.6,26.8,231.7,-74.4186046,-75.815
54093,6812,0.761,1.909,49.297,6.1,36.466,13.2,13.8,35.4,37.8,17,-49.5057232,-52.165
21205,22872,1.645,4.031,51.109,6,37.287,19.9,25.5,28.1,34.4,53.9,-21.0180951,-21.251
21221,13290,1.967,10.244,50.987,5.9,44.676,17.2,17.6,28.8,33.4,33.3,-50.1152542,-49.533
36057,48616,13.074,6.456,50.659,6.7,40.923,17.1,16.3,22.5,26,1132.6,-22.4418714,-26.482
21229,11257,3.631,8.621,51.098,4.4,39.983,18.1,15,32,32.9,210.1,-45.6050137,-46.057
13019,17044,5.026,13.853,50.815,7,35.078,20.6,13,33.8,34.7,42.7,-66.511688,-66.54
19083,17144,4.261,3.887,49.934,3.9,53.277,9.3,19,22.5,34.8,19.9,-32.1281567,-29.17
49023,10244,4.493,3.776,48.754,3.9,55.204,10,16.3,21.2,28,14,-75.7374254,-56.992
34009,96091,7.55,8.517,51.078,10.9,55.409,10.9,29.2,21.8,27.9,2321.5,-15.9701285,-19.868
20009,27464,14.404,4.671,50.677,4.3,46.942,14.2,17.3,25.7,35.4,4.3,-56.3162623,-58.912
37133,173064,12.327,23.701,45.659,6,47.201,9.7,18.4,21.4,29.7,41.2,-30.1958884,-34.654
38021,5217,3.389,4.095,50.196,1.8,51.817,12.9,25,26.4,33.4,2.7,-46.7821782,-46.585
47011,97710,5.811,8.604,51.398,5.4,43.065,17.5,19.3,34.8,34.9,220.2,-55.2774447,-59.103
26053,15936,1.218,9.299,45.752,7,33.6,7.7,17.6,23.5,31.3,51.2,-12.4606823,-14.96
1015,114081,3.614,24.433,51.777,7,41.123,19.9,16.9,31.3,32.2,195.7,-39.0031972,-41.384
46101,6375,3.795,19.736,49.658,3.5,53.654,8.2,25.6,22.2,32.9,210,-24.0798502,-23.447
39029,107722,1.589,4.544,49.532,5.9,42.645,12.8,13.6,26.5,33,102.9,-44.8596069,-41.566
51003,94908,5.782,17.792,52.178,3.9,67.083,8.6,52.1,17.7,22.6,73.8,33.5029463,25.056
6077,674860,40.772,32.173,50.168,8.9,51.527,22.4,18.1,20.5,28.3,492.6,13.069612,11.303
16033,952,42.386,6.818,47.386,3.7,45.979,22,15.9,23,31.4,8.9,-71.7041801,-56.184
5131,123597,13.735,17.47,51.079,5,39.907,17.6,19.7,30.4,36.9,236.4,-35.4497243,-37.592
23027,38287,1.32,3.246,50.9,5.1,46.598,8.1,29,21,28.3,13.3,4.6771961,0.283
30051,1748,1.08,2.409,52.699,2.6,37.911,19.8,22.4,23.3,26.5,18.3,-52.8162511,-51.471
30073,5814,2.102,17.384,51.229,4.5,39.292,11.7,21.9,26.9,29.4,0.8,-37.6627713,-38.823
17187,17409,9.614,6.79,51.075,5.4,44.18,11.5,20.5,27.3,30.5,53.5,-20.053104,-16.675
51125,15487,3.706,15.583,51.214,4,48.076,16.7,29,22.4,29.7,31.9,-5.2049797,-5.735
26051,25724,1.383,2.5,49.324,6.9,39.721,15.5,12.5,31.1,34.7,668.5,-36.7664179,-34.718
46071,2658,3.643,56.82,50.256,4.3,31.922,9.2,20.2,25.5,34.8,1.7,-33.9910314,-36.438
45085,104495,4.019,51.048,51.751,6.9,37.906,18.6,18.9,27.8,34.4,351.9,13.0396566,12.012
48321,36978,40.704,16.668,50.041,6.8,41.587,23.2,14.9,22.5,31.9,4.3,-44.5253879,-40.666
55043,48965,1.476,3.357,47.759,4.4,46.972,9.3,20.2,21.4,31.9,44.7,-12.2774133,-9.563
21061,11926,0.999,3.423,49.938,7.1,38.544,20.2,11.6,29.8,31.2,210.9,-58.7343011,-60.218
53059,10894,6.068,7.073,49.422,7.3,52.673,9.7,21.4,20.8,28.1,6.7,-9.4775711,-13.018
45033,30912,2.568,51.943,52.699,8.7,30.516,28.3,8.3,35.6,37.4,122.4,-1.1144188,1.667
51750,16184,3.206,14.538,52.382,5.6,34.267,12.1,34.9,19.7,29.6,1662.2,9.0506329,4.741
39065,31818,1.616,3.51,50.527,4.7,45.195,13,14.5,28.9,35.2,140.7,-51.9891296,-47.203
50025,43471,2.19,4.679,50.966,3.7,49.616,8.5,34.5,17.4,23.4,86.6,45.0091382,41.974
38009,6352,2.114,6.343,47.454,4.3,56.965,11.3,17.9,27.7,31,0.7,-50.5329876,-50.858
48045,1428,28.306,5.98,50.1,3.8,42.139,23.4,20.7,23.5,26.4,1.5,-77.3793103,-72.752
22053,31097,2.36,20.02,50.949,6.2,37.968,21.1,14.3,30.6,36.3,1463.1,-55.3534128,-53.898
48043,9481,43.39,6.506,50.487,4,40.179,13.2,36.3,26.2,27.7,332.8,-4.2098714,-4.827
55065,15737,3.821,2.24,49.308,3.7,52.26,10.1,17.3,20.9,35.3,26.6,-13.722969,-9.063
16069,39211,3.793,10.055,50.444,3.7,46.214,9.5,22.1,23.5,30.9,26.5,-33.6338055,-34.144
46065,16969,2.865,15.152,50.88,2.5,58.34,8.3,32.1,21.5,28.3,0.5,-29.450877,-33.341
22087,40655,9.95,28.433,50.707,6.6,45.615,18.1,12.5,30.3,35.5,28,-28.4872521,-33.371
1007,21587,2.409,23.93,46.11,6.6,39.546,22.1,10.2,33.9,40.3,36.8,-57.7279833,-55.544
39051,42402,8.35,2.76,50.514,4.9,54.666,10.9,16.7,26.9,36.7,2186.1,-39.8199385,-35.945
8037,53653,30.04,5.169,47.231,3.1,76.661,10.1,47.3,9.4,11.8,31,29.8421414,19.897
4013,4023132,30.468,16.026,50.579,5.2,53.929,13.4,30,18.2,25.4,414.9,2.1811344,-3.447
1117,192503,5.81,16.432,51.377,4.2,69.432,8.7,40.2,22.4,30.1,248.5,-40.3932145,-50.318
5145,76338,4.239,8.168,51.216,6.5,42.044,17.2,19,32.1,36.3,74.5,-58.9412336,-56.829
46023,8984,2.59,36.119,50.197,3.5,41.395,12.9,18,22,33.6,2,-36.3468147,-42.15
39027,43058,1.777,5.268,50.559,6.1,49.453,12.5,15.2,32.5,34.3,436.5,-52.5697861,-52.613
49005,115269,10.594,6.888,50.158,3,51.735,7.5,35.9,14.1,21.8,8.7,-36.6393639,-26.234
6023,129623,11.127,16.41,50.078,5.6,40.581,9.7,27.5,14.7,25.5,37.7,33.4064465,25.904
55063,113679,1.806,8.258,51.03,3.9,49.79,6,30.8,19.9,28.3,253.8,13.496553,9.585
28023,17207,1.131,35.649,52.905,8,34.91,22.8,12,34.2,34.8,19.7,-30.9306788,-32.828
40135,41433,3.92,33.677,50.606,6.1,35.592,17.7,13.1,32.1,32.5,40.3,-59.0016898,-54.215
40063,13819,5.024,32.297,46.618,7.2,34.837,21.9,11.1,34.9,32.3,22.1,-60.8606136,-53.613
32019,52641,16.373,9.931,49.273,9.4,48.576,15.7,15.9,26.9,29.8,0.5,-41.1326871,-41.491
54005,24709,0.522,1.609,50.385,9.6,37.625,22.4,9.1,32,35.4,49.1,-52.984909,-54.31
54013,7118,1.058,1.888,50.214,12.5,32.162,24.2,8.9,30.2,32.7,27.3,-60.4510266,-60.177
38055,8310,2.761,9.596,49.025,3.6,56.616,9.9,17.6,23.9,33.4,2.3,-53.6127168,-52.958
48145,16782,22.693,28.526,52.532,4.3,35.491,24.9,11.4,29.7,29.8,35,-37.143323,-33.563
17085,21990,3.165,2.409,49.814,5.5,51.282,8.3,23.5,22.9,29.5,62.2,-16.4612676,-14.861
29023,41471,1.888,9.63,51.177,6.2,35.774,20.2,14,29.6,35.1,218.6,-62.2953531,-61.577
41025,6756,5.014,8.069,49.514,7.3,36.34,12.3,16.9,19.4,31.7,1.6,-57.5987503,-57.714
17093,104821,17.567,13.012,50.546,5.1,90.64,7.1,34.3,20.5,33.7,167.7,5.7460844,-1.496
29077,269630,3.59,8.883,51.225,4.1,40.386,9.6,28.7,22.6,32,13.7,-20.1424542,-27.417
18067,82895,3.233,11.506,51.641,5,47.433,11.3,19.5,28,31.4,126.2,-32.3554024,-33.901
49035,1034989,17.966,11.773,49.807,3.3,62.536,10.8,31.3,16,25.4,2.2,10.9282979,12.508
53001,17732,62.444,9.821,48.873,6.8,47.423,33.6,13.5,23.6,34.4,9.7,-35.7045377,-39.745
20201,5683,4.019,2.876,49.518,3.2,43.264,10.2,15.5,28.5,30.7,1.6,-65.4873395,-65.671
42073,90160,1.291,6.66,51.618,6.1,44.903,11.2,19.4,22.8,34.3,550.4,-29.5576873,-28.085
51680,73933,3.368,34.184,53.214,5.6,40.065,12.7,32.3,21.4,27.1,1538.2,2.6152239,-9.03
53041,74741,10.016,7.336,49.939,8.3,44.243,13.2,14.1,20.7,32.8,31.4,-32.8212937,-34.952
31089,10011,3.888,2.434,50.451,2.4,46.667,8.3,20.1,26.2,30.2,4.1,-73.7402926,-75.377
26101,24439,2.903,8.229,48.334,6.3,37.477,10.5,19.4,23,34.6,1754.9,-15.1074718,-15.368
46035,18929,2.468,6.038,50.373,2.6,48.675,9.7,26.4,24.1,34.3,5.3,-35.0721552,-35.236
8041,604542,16.557,16.478,49.45,4.6,59.286,6.5,35.2,15.4,22.3,292.6,-10.7923696,-22.568
51800,83659,4.014,47.612,51.451,5,60.735,12.9,26.1,24.5,31.9,211.4,17.3119536,13.847
55017,60609,1.621,4.821,48.202,4.8,52.485,8.6,19.2,21.4,30.2,61.9,-20.4073682,-19.183
39105,22838,0.589,2.619,50.918,8.3,38.081,17.6,11.9,36,34.3,409,-53.1823578,-50.074
41009,49592,4.77,7.06,50.325,7.2,57.517,10.4,17.1,18.1,33.8,44.7,-10.2883213,-11.995
48219,22272,46.72,7.839,50.501,4.2,50.124,23.1,16.1,25.9,30.7,36.6,-62.3950617,-62.291
24003,521209,7.31,24.481,50.435,4.5,86.654,8.9,37.6,20.2,29.1,177,14.5347317,0.644
20165,3143,3.291,3.003,50.447,3.6,43.083,10.1,20.8,29.1,32.6,5.8,-62.9099583,-64.45
21189,4619,1.076,1.659,51.334,10.4,23.047,36.8,15.5,30.3,33.6,30.9,-76.7282322,-69.244
9011,266830,10.268,16.253,49.967,5.8,65.813,9.1,31.5,20.7,27.6,412.2,16.0088536,6.727
17073,49314,5.516,4.161,50.193,6.2,51.025,10.9,19.6,27,30.5,19.3,-21.4667446,-21.158
5073,7504,2.244,38.536,51.558,7.9,32.225,22.3,12.4,36.2,36.3,14.5,-34.2665174,-25.369
1019,24448,1.539,7.355,50.35,5.4,38.013,20.5,13.7,33.5,33.6,46.9,-72.8314771,-69.361
20011,14884,2.501,7.701,50.435,4.9,38.43,11.9,21.4,28.4,33.9,30.9,-52.1569803,-50.828
47039,11525,2.985,5.369,50.763,8.1,37.417,20,13.3,35.3,36.3,1243.3,-63.4420912,-58.685
45087,27362,1.325,33.949,52.615,7.8,37.501,20.8,13.6,31.7,36.9,161.6,-24.500264,-19.285
48107,6109,54.526,7.395,50.477,4.4,36.627,29.9,11.6,25.8,27.8,1.3,-44.4956477,-41.589
39093,305707,9.507,13.472,50.648,5.4,52.331,10.9,22.3,22,29.2,100,-2.4473281,-0.284
48391,7225,50.803,10.276,50.542,5.3,43.654,20.4,10.3,25.5,28.4,5.2,-32.7391563,-27.029
38007,827,1.816,6.624,42.735,3,75.096,9.3,19.5,25.6,28.3,4.8,-73.8582677,-73.311
22011,35419,3.87,17.862,48.774,6.3,43.918,15.9,14.9,28.1,35.8,50.5,-67.4512441,-65.294
29217,20166,2.084,4.173,51.441,5,40.267,13.8,14.7,25.3,30.3,22.1,-57.1801851,-56.203
36051,62871,3.682,6.456,49.84,5.4,49.92,11.1,23.9,22.9,31.2,21.3,-18.02186,-27.845
45059,70045,4.489,28.224,51.446,6.5,38.268,21.8,14.3,32.7,40.8,139.6,-32.2913934,-29.935
42053,6775,6.019,21.039,32.456,7.7,37.794,18.1,9.2,20,32.1,172.8,-43.6130008,-43.953
45081,19094,15.01,29.816,49.743,5.2,42.286,23.3,12.2,26.6,35.6,507.9,-35.0118612,-31.733
48009,8912,8.296,4.682,50.052,4.4,58.867,12.7,20.3,25.7,27.1,91.9,-80.3586322,-79.433
55081,43760,4.165,5.298,49.645,4.5,52.978,11.8,17.5,24.3,33,49.6,-23.6256689,-22.476
54097,23806,1.212,2.674,50.481,8,38.387,16.3,15.8,25.5,38.2,68.4,-53.9575384,-56.732
48215,741152,91.273,3.063,51.216,7.9,34.368,37.8,16.4,23.8,34.4,89.9,17.0551058,40.54
32003,1902834,30.557,28.402,50.042,6.8,51.241,15.8,22.2,21.6,27.8,5,9.3558832,10.647
39171,37816,4.324,3.176,50.342,4.4,42.214,11,13.7,31.4,35.9,206.4,-46.1637445,-43.801
42055,144994,5.176,7.227,50.887,4.8,50.434,14.2,19.1,27.4,32.2,18.1,-43.1068418,-46.481
31001,33324,9.077,5.002,49.989,3.1,48.658,9.1,22.3,24.8,33,56.2,-40.2136694,-45.043
48081,3311,21.804,4.787,51.174,4.1,41.593,11.5,17.1,27.6,28.1,4,-79.1455874,-79.058
38043,2201,3.93,3.02,48.324,3.6,46.923,13.9,19.1,29.4,30.1,2.2,-68.0821918,-68.262
17119,268457,3.108,11.799,51.232,6.1,54.375,8.6,24.8,27.6,32.3,55.4,-13.2675606,-15.605
18079,28043,2.319,2.592,49.862,5.1,43.783,15.2,10.8,32.8,33,89.9,-56.868827,-52.704
5081,12952,3.295,24.479,51.106,5.7,37.691,14.9,11.8,35.8,32.7,24.7,-48.0780375,-41.823
25001,221151,2.841,6.725,52.362,6.3,64.15,5,39.9,15.8,19.9,7671.5,24.2112836,13.41
31131,15214,7.476,3.428,50.526,3.3,51.527,8.4,22,26.6,33.9,7.8,-37.9915815,-38.687
13001,18011,9.272,22.575,49.599,7.1,36.642,24.4,12.9,26.4,34.8,36,-56.9116413,-57.947
13157,63544,7.027,11.514,50.388,4.8,51.931,18.5,18.6,25.4,27.4,178.1,-58.0169896,-63.884
21119,17126,0.797,2.014,50.258,9.9,27.709,31.1,12.8,36.6,40.2,996.7,-53.8633818,-54
26005,113449,7.191,4.916,50.117,4,54.232,10,20.8,22.6,30.2,10.5,-25.2526306,-28.793
49015,10629,6.422,2.903,49.325,6,49.709,10.5,12.3,22.6,25.8,5.7,-74.2139649,-70.913
56021,88854,14.505,8.53,49.481,3.9,57.192,6.6,26.8,23,29.7,34.2,-28.0168888,-33.226
27121,10869,1.223,2.627,49.171,3.3,51.343,7.4,20.6,26.8,32.1,16,-27.6274565,-26.803
37067,359638,12.668,32.732,52.497,5.5,45.944,13.2,32.1,23.9,31.4,111.9,13.8962587,10.257
2020,286174,9.127,34.505,48.559,5,75.2,7.5,32.9,16.5,27,171.2,33.3199946,#VALUE!
48091,114525,27.054,6.081,50.641,3.7,64.533,10.5,33.2,20.7,26.7,21.7,-42.6517572,-50.076
51520,17690,1.768,9.55,52.5,5.3,34.099,19.1,20.4,25.2,27.3,1370.6,-38.827745,-43.813
48087,3058,32.983,11.465,52.037,3.6,38.655,21,18.7,25,28,930,-73.3169129,-72.617
27045,20838,1.234,1.91,49.741,4.1,52.444,9.8,18.7,24.7,25.1,20.4,-22.650523,-21.857
8095,4472,21.568,4.185,50.793,2.4,47.006,16.2,18.2,18.6,22.8,6.5,-59.2354124,-58.105
31133,2614,1.73,2.595,49.718,2.6,42.977,11.9,14.5,28.2,29.8,25.6,-52.4142757,-52.588
30031,90343,3.303,4.922,48.64,3,51.569,3.6,46.7,13,15.5,17.9,7.5346229,0.992
28045,40962,3.839,12.512,50.745,6.6,46.288,15,22.5,31.3,31.9,51.9,-55.4850408,-59.371
34029,573678,9.101,7.204,51.816,6,62.937,9.8,26.3,26,28.1,1069.8,-28.7787395,-33.999
5029,20799,4.23,15.044,51.082,6.3,42.348,14.9,16.5,32.2,39.7,38.5,-35.4519286,-27.635
18159,15892,2.725,2.181,50.121,4,55.008,12.1,17.3,26,31.1,345.7,-52.6860522,-53.289
20109,2549,5.381,5.558,49.062,2.5,49.852,7,18.5,27.4,31.1,16.3,-72.9080933,-72.329
48431,1259,38.683,5.769,48.373,3.5,59.854,23.8,26.6,23.9,27.4,10.7,-83.4115806,-75.671
39021,39713,1.688,5.379,50.012,4.4,50.302,11.9,16,24.8,37,73.1,-47.7017825,-44.473
28119,8391,1.122,71.467,52.752,10.8,26.204,33,13.6,35.6,41.5,60.9,34.8419094,38.92
21069,14667,1.264,3.027,50.625,6.3,35.878,23.4,10.9,31.6,34.5,1042.8,-57.4582508,-53.924
28073,49980,2.438,24.036,51.933,4.9,51.389,9.5,34.1,25.2,32.8,75,-46.9159207,-55.623
42037,65111,2.679,4.521,51.647,5.5,46.938,11.2,21.2,24.5,37.9,44.2,-30.6887812,-32.753
46129,5228,1.709,17.637,50.928,5.5,41.831,12.3,22.5,28.1,28.4,31.3,-54.3023256,-58.094
30091,3243,2.495,5.072,49.254,2.5,52.711,9.3,21.3,29.9,29.8,4.1,-40.8374384,-41.653
20191,23488,5.583,5.558,50.27,4.5,52.476,8.3,18.4,29.5,31.1,7.9,-50.4575402,-50.611
30063,108623,3.241,7.982,49.803,3.9,44.716,5,40.2,15.4,22.2,3.5,23.7918735,15.742
51083,35258,2.058,38.847,52.068,6.4,39.079,20.9,14.6,28,32.4,44.3,-15.0811048,-16.57
6007,220577,15.749,13.542,50.515,7.2,42.302,12,25,19.1,25.9,134.4,1.6616699,-5.14
38001,2236,1.484,3.773,51.335,2.9,45.71,4.9,23.9,28.1,31.9,57,-56.9739952,-57.048
40107,10924,4.187,36.089,46.581,5.7,34.172,20.8,10.5,29.1,31,18.6,-53.5413571,-46.987
51031,52976,2.155,17.861,51.521,4.8,46.663,16.1,18.9,25.1,31.5,108.8,-44.0620715,-47.193
13301,5755,1.099,61.319,53.132,7.7,31.623,29.6,8,30.3,32,20.5,11.4296492,13.808
48381,116483,20.448,7.828,50.741,2.9,64.636,8.4,30.7,28.2,26.6,47.6,-58.7469462,-65.113
19037,12017,2.1,1.876,49.715,4.4,50.788,10.7,14.5,22.2,32.7,20.9,-31.503544,-23.166
20073,6666,4.02,4.725,50.032,4.7,39.732,10.2,15.4,29,32.7,1.6,-60.9359766,-59.125
