fips,population,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,votergap20,votergap16
37045,99274,3.234,24.043,51.906,6.5,39.444,17.7,16.5,29.8,30.9,49.3,-32.8272394,-30.582
36033,50274,3.342,15.93,45.31,6.5,45.704,15.2,17.7,26.4,30.3,21.9,-2.1369722,-7.387
18181,23452,7.961,3.17,50.327,4.1,50.731,11.2,15.1,26.5,34.7,75.1,-44.1071109,-42.921
31129,4334,2.495,2.125,50.289,2.5,43.249,6.5,16.1,29.2,33.5,17.8,-62.8745115,-63.214
26019,17227,2.274,3.93,50.513,6.6,48.846,9.2,24.8,20.6,28.7,243.7,-9.1420649,-14.001
48403,10208,4.543,10.311,50.521,9.4,35.701,16.3,12.2,27.4,27.8,57.7,-74.9408123,-72.77
48071,31431,21.897,12.814,49.664,5.3,77.281,16,18.8,26.3,28.6,9,-61.6848328,-62.055
23003,71488,1.154,4.638,50.618,6,36.066,13.7,17,27.4,34.1,230.2,-19.6741231,-17.281
26021,160472,5.259,20.449,51.045,5,44.145,11.7,24.8,26,34.8,54.8,-7.3806605,-12.729
22073,151502,2.149,40.058,52.074,6.6,40.877,15.8,22.8,30,35.7,2029.4,-23.6272157,-25.434
51113,13702,2.322,12.707,51.332,3.5,52.513,18.9,23.1,24.3,29.1,41.5,-31.9931145,-31.958
56013,38719,6.792,25.43,50.15,5.4,48.624,8.6,21.5,25.2,28.3,4.4,-35.58188,-42.114
18019,108634,5.286,11.509,50.964,4.5,52.05,13,19.7,30.4,33.3,94.5,-18.2740327,-21.957
53049,21272,9.262,10.236,49.938,9.1,40.189,12.5,16.5,24.8,31.6,22.4,-1.130546,-6.132
31139,7184,1.568,1.623,49.917,2.5,53.489,5.8,20.4,26.4,34.1,17,-74.4383424,-74.581
36045,118719,7.325,12.324,47.486,6.7,49.781,11.2,20.5,27.2,28.4,45.7,-18.8583471,-22.351
39115,14288,0.826,6.93,50.091,7.3,37.923,13.5,10.7,28.8,36.7,1159.5,-48.4299693,-41.399
29173,9634,1.04,3.305,49.814,4.2,51.738,11.6,13.3,28.5,32.6,9.6,-56.3581773,-53.76
48491,410686,24.095,16.916,50.881,3.5,73.098,7.7,38.6,16.5,31.1,37.5,1.4042237,-9.863
38103,4092,1.176,2.495,49.76,3.9,51.47,15.9,19.7,32,33.5,30.6,-61.1204718,-58.418
29229,17908,1.889,3.279,51.122,6.2,31.6,22.1,12.2,31.4,31.4,8.1,-71.9189839,-68.476
20133,16046,5.335,5.61,50.226,7.5,41.527,8.1,18.4,28,33.5,14.2,-46.1538461,-46.757
53023,2101,5.228,4.552,50.563,6.1,46.404,3.1,21.9,27.5,33.1,3.2,-47.2128946,-45.86
29199,4803,0.906,1.628,50.041,4.5,38.281,22.9,16.9,28.8,31.2,14.4,-59.0725807,-58.943
48167,286814,24.049,20.002,50.619,5,58.333,12.6,28.3,19.8,27.6,11.7,-22.6164066,-22.633
53039,20554,12.551,7.243,49.696,7.1,49.348,12.6,20.6,22.5,27.5,10.9,-9.4247788,-15.248
53073,200434,9.18,12.978,50.4,5.9,53.733,9,32.4,15.2,23.1,95.5,23.9294475,17.471
46107,2053,1.325,3.809,49.288,3.2,39.936,10.6,20,28,29.2,1,-66.0869565,-71.295
46109,9933,2.241,4.353,51.121,3.3,52.758,12.7,15.8,24,32,2.7,-13.3735779,-63.97
37151,142151,11.314,10.46,50.504,5.7,41.77,20.9,14.1,33.5,32.2,86.3,-56.2987615,-56.719
16039,28820,16.27,12.15,47.878,4.7,45.049,14.9,17,25.1,29.8,0.9,-45.5169035,-46.977
28127,27920,1.829,37.499,51.275,5.9,34.338,21.4,13.4,35.4,37.7,11.4,-30.4528142,-30.851
20083,1906,7.29,3.117,50.449,3.3,52.394,10.2,21,26.8,32,7.4,-68.9952153,-71.67
20103,75227,7.039,15.14,46.526,4.5,65.549,8.2,29.8,26,32.8,2.4,-21.1674432,-24.677
35007,12737,49.484,6.477,49.396,6.1,37.156,13.1,20.6,20.6,22,6,-10.9707446,-8.506
19067,15910,2.425,5.313,50.695,3.7,48.292,10.5,17,25.3,31,28.6,-19.6090637,-14.953
20117,10123,2.436,3.18,49.99,2.9,47.901,7.7,15.7,24,32.6,13.4,-48.2987876,-47.837
29135,15132,5.018,6.308,46.821,4.9,47.158,17.7,17.2,27.4,28.3,34.9,-61.9812771,-60.326
29203,8361,1.647,4.347,50.388,8.1,27.382,18,14.2,28.5,29.7,93.3,-62.9544291,-56.096
17201,299702,12.268,19.023,51.206,7.1,47.708,13.4,21.7,26.7,33.9,157.9,2.5017814,-1.174
27133,9483,2.76,3.354,51.177,2.1,55.352,9.9,18,22.1,28.4,129.4,-38.6832061,-35.74
28153,20654,1.6,41.15,51.804,8,35.425,26.7,10.3,35,38.2,70.6,-26.6805887,-25.844
53033,1916441,9.482,30.549,50.026,4.4,75.738,7.9,47.1,13.5,22.2,912.9,52.717002,50.522
49057,231834,17.907,7.256,49.832,4,59.293,10.8,23.2,17.1,28.4,1.1,-22.6690484,-19.963
36119,955962,24.175,25.874,51.612,4.6,83.152,12.4,46,19.2,20.3,155.3,36.2688069,32.768
5139,42782,3.766,35.809,51.427,6.4,40.841,17.1,17.4,37.8,39.4,40.1,-29.4695008,-27.591
37191,113811,11.244,36.658,50.834,6.1,36.89,17.8,17.2,27,34.4,163.4,-11.6931055,-11.721
51127,18112,2.584,18.12,48.926,3.8,72.406,11,24.6,21.2,28.2,87.9,-34.620966,-37.589
39153,542405,1.956,20.46,51.506,4.9,50.453,9.3,29.9,23.8,30.8,652.9,9.5677659,8.158
16063,4645,30.206,4.267,48.896,4.4,44.046,23.1,11.3,20,32.3,8,-54.3814433,-47.14
45017,14621,3.234,44.104,51.485,7,41.209,18,16.8,30.6,35.3,161.8,-4.8245085,-2.86
51107,301171,13.554,30.197,50.352,3.6,122.641,6.5,58,17.7,21.6,605.8,25.0177797,16.795
29177,23358,2.486,4.178,49.833,5.4,51.986,11.7,13.9,29.2,34.8,52.7,-44.9480642,-37.056
28101,22568,1.761,37.04,52.232,6.2,35.185,16.6,15.8,35.8,34.8,52.1,-38.5151723,-39.33
21029,75653,1.779,3.509,50.571,4.7,54.924,14.1,13.4,29.4,32.8,35.4,-48.0340292,-49.8
13217,99944,5.259,47.177,52.426,6.6,48.058,16.4,19.4,28.9,32.9,367.3,10.9238739,2.35
33011,405906,6.247,8.811,50.328,3.6,71.233,9.1,35.5,19.7,28.5,52.2,7.6725224,-0.249
54079,55673,1.135,3.446,50.765,5.5,59.472,9.5,23.9,25.5,34.6,160.5,-42.651135,-47.748
16001,384656,7.998,7.802,49.881,3.6,57.908,6.2,36.4,15.7,25.4,133.3,-3.916897,-9.24
29219,31485,3.3,5.538,50.082,4.8,52.959,15.4,16.9,26.1,28.4,25.6,-46.0027211,-45.63
21219,12253,3.99,10.813,50.164,4.8,40.002,22.3,10.2,35.6,33.7,92,-53.4105775,-53.833
47093,435725,4.033,13.885,51.375,4.8,47.199,10.1,34.5,26.7,29.7,61.1,-15.0156877,-23.91
28125,5420,1.832,70.971,54.351,9.9,27.877,22.1,21.6,37.1,37.5,46.4,35.5932204,34.839
37163,63713,18.756,32.765,50.789,6,33.876,25.8,12.1,33.5,36.7,120.2,-22.5207911,-16.674
33015,299276,2.71,4.595,50.478,3.6,79.653,5.5,38,19.2,26.1,156.8,2.1157154,-5.841
9009,848006,17.25,21.512,51.77,6.1,60.387,11.1,33.4,21.2,26.5,1426.7,17.4019039,12.032
45051,263868,6.058,17.582,51.591,7,42.83,12.2,22.9,24.1,29.8,37.7,-33.1810797,-37.821
37013,46414,7.782,28.274,51.93,6.6,40.357,18.6,17.8,26.9,33,72,-25.8559757,-24.488
29029,40705,2.615,3.38,50.65,6.5,44.41,11.6,22,22.1,28.5,53.1,-53.1920039,-54.166
48439,1789900,28.182,25.267,51.074,4.2,58.127,15.3,29.7,24,29.1,8.8,0.218762,-8.702
27145,148955,3.234,8.601,49.597,3.6,55.832,8.5,25.5,19.9,27.6,25.9,-22.4907173,-27.908
21167,21920,2.593,6.703,50.918,5.1,43.945,16.2,18.3,31.4,35.8,31,-46.6382617,-50.501
20207,3240,3.178,4.109,50.016,5.1,35.502,11,18.4,27.3,33.4,16.5,-60.4139715,-55.845
42013,126122,1.197,4.21,51.167,5,43.343,9.7,18.6,27.2,33.1,480.4,-43.5097099,-46.38
28015,10278,1.337,34.824,48.931,8.4,38.219,22.5,13.1,36,34.2,25.5,-38.5020172,-38.867
55083,37149,1.726,3.267,48.965,5.2,52.776,10,15.4,24.8,30.4,37.7,-40.969201,-36.986
29510,356587,3.884,52.886,51.595,6.1,35.681,16.8,30.4,23.5,33.8,27.6,66.1962993,63.739
20141,3849,1.873,2.797,49.471,3.5,38.848,10.5,19.7,25.4,33.2,23.1,-69.3059126,-68.796
27009,40193,2.06,6.064,49.932,4.4,52.531,8.4,20.3,19.2,29.3,17.7,-31.9047619,-36.322
56015,12319,10.229,4.147,48.046,3.2,45.721,10.3,21.5,27.4,29.9,6,-58.59375,-61.212
19041,16617,3.338,2.823,50.772,3.6,51.514,6.4,18.5,24.3,33.8,21.5,-38.9787044,-42.426
21117,158729,3.085,8.697,50.569,4.6,54.728,11.3,28.9,20.5,28.5,89.2,-19.313587,-26.054
13175,48295,2.684,38.939,52.536,7.5,35.807,19.2,14.5,31.1,36.2,60,-28.2458533,-29.124
47167,59495,2.623,22.062,50.8,7.3,52.339,14.8,14.8,34.2,35.4,303.4,-48.4583272,-47.553
42067,23118,3.218,2.486,50.034,4.8,48.944,17.9,12.2,26.7,34.7,69.3,-61.4132692,-61.757
6047,245321,58.151,18.078,49.496,11.4,43.818,32,13,24.8,29.5,132.2,10.5947832,7.925
17041,19169,7.385,2.896,50.462,5,52.526,16.3,17.1,24.5,30.5,41.7,-44.5410849,-46.347
30017,11189,3.057,5.109,49.979,3.3,47.493,9.7,19.5,27.8,30.6,1.5,-45.9215017,-47.791
46027,13490,2.771,9.238,50.573,3.1,43.453,4.3,43.1,21.5,31.1,3.9,11.003861,9.844
50017,28896,1.266,3.253,50.289,3.5,53.025,8.4,31.6,20.9,26.6,53.3,17.2694272,18.754
6093,44634,12.265,13.005,50.45,9.4,38.641,11.2,24,18.7,23.2,7.2,-15.7506817,-21.45
21101,45496,2.329,10.802,51.518,5,43.04,14.8,16.4,27.8,32.6,44.2,-24.6084687,-27.668
35053,18092,49.519,18.915,49.113,7.6,32.285,22.2,19.2,24.1,26.3,2.9,6.5223463,10.056
51179,124166,11.809,26.521,49.652,4.5,92.647,6.8,37.1,20.7,29.6,479.5,3.2764445,-9.122
35015,52706,47.28,7.189,49.335,4.9,57.007,18,16.8,22.4,31.2,55,-51.8043235,-41.404
27119,30776,6.114,6.549,49.814,4.2,50.175,10.4,21.3,25.1,33.5,20.6,-28.3827113,-29.031
13261,32084,5.475,56.162,52.63,8.2,34.017,23.3,19.4,28.3,32.7,68,4.8230453,2.233
48063,12793,23.695,21.227,51.616,6.2,37.801,23.8,14.3,26.2,31.8,456,-44.110672,-42.734
48205,4968,26.853,10.044,38.237,2.1,64.182,20.4,21.4,23,27.3,72.9,-80.5101059,-79.949
48443,969,51.374,7.527,46.237,4.9,39.503,23.3,16.9,25.2,26.8,143.6,-46.9432314,-33.638
17129,12466,1.446,3.014,51.382,4.8,61.388,7.6,21.2,22.3,28.3,65,-39.578522,-37.708
22107,5609,1.772,56.688,51.435,9.7,27.522,23.9,9.8,36.1,34.8,153,5.1683633,5.859
6103,61138,24.411,9.416,50.216,8,40.782,17.9,14.1,24.7,27.2,21.5,-35.6061397,-36.099
51530,6222,2.599,9.217,52.977,5.2,38.331,23.1,14,22.4,25.9,992,-37.3919308,-30.856
41045,30745,33.157,7.772,45.471,6.5,35.094,19.9,13.7,21,28.5,50.9,-41.7400881,-49.528
28025,20722,1.247,59.657,53.013,9.6,33.939,21.1,19.1,36.9,35.3,24.2,16.3215232,15.653
41043,116584,8.684,6.718,50.4,6.9,44.358,10.4,17.5,19.1,33.6,47,-23.3672907,-27.825
19111,35447,3.389,5.925,50.076,5.3,44.719,9,15.5,24.9,31.9,16,-19.5231266,-16.152
37029,9730,2.823,17.819,50.15,5.8,61.73,13.4,19.3,24.2,31,176.1,-46.6151521,-45.778
47005,16025,2.158,5.084,50.667,7.8,34.382,20.9,10,37.8,32.4,95.1,-57.0110192,-51.265
20071,1234,18.496,2.707,51.805,2.2,52.795,10.8,20,25.6,32.6,6.9,-73.4789392,-68.858
5061,14291,11.173,24.729,51.203,4.4,37.336,22.4,14.4,36.3,35.7,23.4,-41.9321473,-38.643
51103,11230,1.824,30.059,53.142,6.7,45.827,12,28.7,25,29.8,85.5,-4.6001119,-9.971
1119,12853,1.091,74.044,54.82,8,25.413,22.9,15,30.7,40.3,15.2,48.4819584,49.413
39099,236735,5.478,19.253,51.273,6.1,41.316,10.8,21.5,27.6,31.3,93.2,-1.9013835,2.996
21009,41747,2.965,7.009,51.43,5.3,37.666,20.3,14.7,29.8,31,33.4,-47.504363,-49.819
48247,4997,91.615,2.923,49.962,7.2,36.929,24.4,13,22.3,27.3,287.9,17.8781925,56.866
50005,30252,1.53,3.743,50.338,4.8,45.029,10.1,25.8,20.1,28.3,55,17.1856446,7.034
35043,125988,37.769,21.048,50.876,6.7,56.142,9.1,28.6,16.7,23.8,8.1,8.3775241,2.71
19181,45275,2.595,3.019,50.588,3.3,67.342,4.2,28.5,24.4,31.1,82.5,-17.0559619,-16.355
51678,6901,3.814,15.45,43.845,7.5,40.829,18,44.8,19.9,26,2820.3,32.0188133,30.556
18123,18812,1.365,4.667,46.333,4.7,44.623,15.5,10.4,28.5,32.8,39,-24.5585875,-18.617
45079,372023,5.118,52.547,51.452,5.7,49.782,10.4,36.2,21,32.6,240.2,38.3119563,32.85
40123,37422,5.043,29.782,51.121,3.9,41.423,13.4,27.1,35,35.6,35.1,-43.6553525,-45.815
53007,72372,27.733,6.326,50.102,5.5,49.174,16,24,17.3,26.7,24.8,-7.8441786,-14.992
47155,86243,5.401,4.491,51.035,6.1,39.905,18.2,15.4,37.3,30.6,53.1,-57.5674745,-61.683
51600,24665,16.803,26.935,50.448,3.4,94.067,8.3,53.5,16.1,21.8,3616.6,38.3109661,30.943
47125,160978,9.863,27.944,50,6,50.935,9,24,25.8,29,70,-12.6566612,-18.566
20185,4342,13.078,4.745,49.457,4,45.945,11.8,20.3,32.9,32.5,4.3,-63.3235005,-62.739
31165,1281,4.444,3.175,48.413,2.5,47.313,9,25.1,27.6,32.3,5.6,-78.1893004,-74.048
39053,30694,1.344,5.408,50.783,6.5,36.675,20.7,14.7,32.2,32.3,105.3,-55.4750345,-55.632
28019,9023,1.482,31.582,51.633,6.2,34.548,19.3,13.1,33.4,31.7,34.7,-43.0026048,-38.93
27067,41123,12.136,6.208,49.89,3.8,57.405,11.4,21.9,21,29.1,31.1,-25.6643985,-25.494
40009,21116,14.368,11.911,46.42,4.8,46.625,16.5,16.9,28.1,35.5,3.1,-71.9552089,-70.78
21113,47589,3.05,7.7,51.467,4.3,51.227,15.4,28.3,27.7,31.5,1948.1,-32.4901909,-40.033
27049,45836,3.267,4.936,50.165,3.5,60.869,7.8,23.5,21.5,32.2,44.2,-14.8274899,-17.993
20177,176255,11.929,15.701,51.385,4.3,52.795,9.4,28.9,22.8,32.9,35.9,3.0026734,-2.823
29021,89856,6.232,10.697,49.675,4.6,45.431,13.2,19.7,28,32.6,237.3,-24.6051696,-26.165
20051,27739,5.801,4.857,49.457,3,49.508,6.8,32.3,22.4,31.6,4.5,-43.6304348,-48.388
21091,8635,1.542,2.773,48.573,5.1,50.358,12.9,11.6,26.2,34.5,107.2,-39.1105298,-35.966
13211,18761,3.042,26.449,51.74,5.4,50.295,18.2,22.3,25.3,26.5,51.4,-41.6417528,-41.346
39079,33440,0.966,2.945,50.626,7.5,41.161,17.3,17.3,35.2,37.4,121.3,-54.0624577,-48.916
12053,171233,12.026,9.57,52.036,6.8,40.094,13.4,15.7,26.6,32.1,365.6,-30.1986743,-28.985
19093,6762,2.177,2.376,50.299,3.1,53.905,10,18.8,26.3,28.2,22.6,-51.1301636,-51.894
24005,789814,5.205,37.208,52.65,5.4,67.766,9.8,36,23.2,28.8,1295.9,27.0422623,17.44
21001,18029,1.929,4.972,50.502,7.6,31.558,26,15.6,33.5,34.3,1039,-67.1459546,-64.561
48401,49180,16.48,20.763,47.46,4.7,46.427,19,13.3,25.1,30.8,10,-55.6906956,-56.544
55055,80833,7.107,3.657,50.009,4.3,56.365,8.3,23.3,15.8,29.4,150.4,-15.2233268,-16.185
21033,12870,1.538,7.752,51.66,5.6,42.64,12.2,17.3,33.3,35,29.8,-54.0292471,-54.343
41005,386143,8.52,10.025,50.871,5.2,65.555,7.2,32,15,25.3,126.6,11.0734674,6.108
36005,1397287,55.119,54.565,52.784,7.7,33.687,29.8,18.3,31.1,30.4,47.6,66.5205054,79.134
36019,81618,2.816,7.858,48.719,5.9,51.576,14.7,22.4,24.8,30.3,56.5,5.1912339,0.934
51017,4482,1.902,6.689,49.306,4.1,43.852,12.5,19.8,26.8,28.7,76.3,-47.5009996,-42.131
5015,27938,14.832,5.801,50.827,4.8,36.964,16.6,17,30.8,35.8,43.6,-28.8293634,-32.032
54067,26213,0.778,2.184,50.602,9.1,36.375,16.2,13.6,34.5,38.2,40.6,-56.9426152,-56.985
42059,39245,1.469,5.448,47.92,5.8,49.897,14.3,17,27.8,33.4,33.9,-43.3980418,-41.705
19025,9671,1.894,3.748,48.391,4.3,49.456,9.5,18.9,25.2,32.4,25.6,-42.373526,-40.548
51013,217483,15.671,23.792,49.911,2.8,107.143,6.6,72,13.4,16.1,44.9,63.5051515,60.099
55047,18472,4.927,2.906,49.597,5.4,51.175,12.4,17.3,23.6,34.6,54.5,-35.8354419,-37.681
27141,87832,2.469,5.785,48.924,4,76.512,6.4,26.2,18.2,28.8,364.5,-32.6494281,-37.027
17143,185816,4.64,25.495,51.577,6.9,52.448,9.9,29.3,23.7,28.8,70.5,6.3425148,2.759
31109,281531,6.704,12.144,49.839,2.6,52.011,6.6,36.2,17.2,26,7.9,7.8165942,0.059
51181,7088,1.953,46.162,51.14,5.2,48.707,21.2,18.8,26.1,35.3,25.3,8.3202863,7.143
51199,61140,6.112,23.282,50.663,4.3,81.169,6,42,22.2,26.1,624.8,-6.5943131,-17.128
8117,27239,15.173,4.918,45.996,2.5,68.352,5.4,48.1,8.1,13.1,46,39.5530061,27.632
17099,112498,9.214,5.369,49.509,7,51.205,11.4,16.3,23.7,27.1,1585.6,-14.3139706,-14.432
13127,76820,6.851,30.715,52.56,6,46.737,13.4,26.4,25.5,26.2,189.7,-23.1921684,-28.624
51145,27964,2.123,13.407,47.583,3.9,75.539,11.6,28,22,30,107.8,-44.2659504,-46.552
29205,6325,1.746,2.513,50.114,4.7,42.498,10.4,13.6,24.3,33.1,8.4,-62.9253731,-58.979
8091,4602,5.948,3.453,50.863,4.3,57.242,1.9,50,13.9,18.6,8.2,19.6019901,10.739
33009,86291,2.313,6.975,50.765,2.9,56.353,8.7,37.5,19.5,25.3,18.4,24.5988215,18.954
37101,168525,13.382,19.792,51.021,5.2,50.055,16.1,20,26.1,35.5,82.1,-24.332552,-30.666
39127,35359,0.778,2.42,49.91,6.5,43.341,16.1,11,29.4,36.3,47.1,-49.5292354,-40.322
37197,37713,10.922,5.824,50.403,5,40.801,21.7,13,24.1,31,220.6,-61.0851779,-61.527
47015,13860,2.03,4.292,50.34,5.8,41.068,20.8,12.8,31,33.3,84.8,-59.9206954,-54.35
17193,14661,1.375,2.31,51.365,5.8,46.927,13.4,13.5,25.1,28.7,23.5,-57.5933162,-57.991
26161,347563,4.557,25.716,50.541,3.5,62.861,5.7,51.8,15.3,24.4,125.5,46.620429,41.501
34019,130034,6.276,8.351,50.541,4.1,103.876,5.7,48.3,16.7,22.3,13731.4,-4.3873602,-13.839
28139,21661,4.799,18.689,50.775,6.4,37.026,25.3,10.7,35.9,33.9,71.4,-60.5523659,-58.777
10003,534634,9.489,33.436,51.588,4.7,64.632,10.2,34.5,22.4,27.7,1263.2,37.0854526,29.601
22095,47086,5.698,58.527,51.398,7.3,47.225,19,15.2,31.2,35.8,91.5,28.2008212,24.537
41051,726855,11.292,19.827,50.527,5,53.519,10,40.3,12.6,21.3,5.5,61.3066931,58.335
20203,2109,30.644,3.57,48.447,3,53.447,20.1,18.9,30,29.4,6.5,-68.0785124,-67.024
13115,96250,10.692,19.234,51.67,6.6,41.814,22.1,18.6,27.7,31,188.9,-41.0944103,-43.556
47183,33459,2.376,11.145,51.039,7,36.205,16.4,19.5,34.4,30.9,23.2,-53.7022206,-51.381
32015,5159,24.056,10.418,49.229,6.5,74.347,19.1,9.8,21.2,30.4,1.7,-61.5551537,-59.055
47023,16312,2.404,12.243,52.166,6.1,40.98,18.8,15.6,29.8,32,129.3,-59.8628692,-60.309
5051,98479,5.368,12.731,51.801,5.7,40.621,13.1,21,30.3,32.3,141.7,-33.9917193,-33.805
48013,44633,63.489,4.546,50.197,4.8,52.785,24.2,13.6,30.1,27.9,2.1,-34.0158958,-29.129
37059,41420,6.5,9.729,51.012,5,47.592,14.6,25.6,27.3,29.1,294.7,-45.494054,-48.122
55111,58922,4.942,4.274,50.192,4.2,50.243,10.4,21.9,24,32.5,74.6,1.6987542,0.529
12061,135167,12.065,12.852,52.028,6.8,47.548,12.8,26.7,25.2,24.5,274.5,-21.5707193,-24.49
12015,156952,6.814,9.581,51.286,5.9,43.242,10.9,20.9,22.1,25.7,235.2,-26.620251,-27.797
2016,4659,14.486,62.96,32.69,3.8,68.387,14.5,15.4,23.2,39.4,1.3,9.3372752,#VALUE!
42123,40638,1.037,2.186,49.782,4.8,44.651,9.9,18.4,22.4,33.6,81.5,-39.5690072,-40.876
32013,18260,26.324,10.477,47.87,5.9,67.423,16.5,12.4,20.9,25.7,0.5,-53.8926779,-48.733
48075,7548,29.106,13.445,40.844,3.2,39.025,10,20,25.9,27,48.3,-71.6542343,-74.328
31085,959,3.97,1.502,48.498,2.4,48.856,11.8,19,28.3,33.2,6.2,-86.1423221,-86.471
20021,21064,2.377,9.57,50.212,4.5,40.686,13.4,16.1,29.4,37,5.7,-50.0876424,-48.39
22081,9003,1.746,41.01,51.449,6.8,33.322,24.1,11.2,36.4,40.3,99.9,-18.6108422,-10.244
5089,16594,2.441,3.775,50.528,5.4,33.181,15.4,12.8,33.1,31.7,27.9,-56.670665,-54.588
46091,4160,7.234,12.581,45.481,3.9,50.155,8.7,21.1,21.9,32.2,2.2,-19.6969697,-15.511
6073,3053793,33.407,23.924,49.708,5.2,66.034,14.2,35.1,15.6,19.1,735.8,22.7542735,17.025
13277,42959,11.334,33.36,51.852,6.2,36.303,21.5,16.6,27.3,34,154.9,-33.5441872,-37.418
35009,44407,40.859,13.899,48.044,4.9,42.62,17.9,20.4,25.8,30.5,3.7,-40.6396927,-42.028
47145,53508,1.653,5.554,50.892,6.6,43.269,16.3,17.7,35.1,34.1,100.9,-50.8816607,-51.112
35059,3817,41.8,7.784,43.418,4.4,36.684,19.7,19,22.5,27,4.9,-56.176635,-52.799
48265,48381,26.361,6.029,51.81,3.7,44.113,11.8,28.3,24.9,26.7,0.9,-51.7390521,-56.271
19179,35334,10.488,5.925,50.428,5.1,42.414,16,15.3,30.3,35.6,15.6,-23.7638329,-20.799
22089,51611,6.09,29.66,50.752,5.7,60.751,13.4,20.1,25.5,35.9,95.1,-29.5718344,-30.783
19057,41058,3.161,9.854,50.903,4.6,45.292,9.3,20.2,25.3,31.3,30.7,-8.7642814,-6.952
51051,16087,0.82,1.548,49.679,10.1,32.103,27.4,10.2,26.3,35.1,48.1,-58.0949774,-56.159
47097,26471,2.365,37.686,48.069,9.1,33.595,25.1,10.1,35.8,38.3,47.2,-27.6742889,-14.151
51840,26322,16.618,18.381,50.553,4.3,44.537,16.7,28.1,21.9,26.7,2838.1,11.4670189,3.546
29045,7127,0.912,2.147,49.434,7.1,43.298,14.5,10.9,29.7,34.3,137.6,-58.7507366,-52.292
25021,666303,4.169,19.828,52.065,4.3,90.039,6.3,49.9,17.7,20.5,226.2,36.010432,27.938
38047,1886,1.395,2.532,48.837,2.7,44.696,19.4,14,27.8,32.8,3.6,-74.535316,-73.301
30009,9756,2.421,3.401,49.241,3.6,47.52,6.4,29.1,23.2,24,4.7,-29.0272263,-32.092
28059,132922,5.984,26.905,50.935,7.2,48.018,12.4,20.5,29.1,32,43.9,-34.6882276,-39.848
54045,35498,0.899,3.339,50.511,11.4,36.437,22.5,8.5,34.4,40.7,81,-62.958698,-63.207
24039,25959,3.535,45.976,46.321,8.3,38.376,21,15.1,30.6,42.2,294.4,-14.7629841,-17.929
31173,7306,4.672,59.541,50.934,5.3,41.344,12.9,15.6,29.7,41.8,0.9,-2.4946237,-5.027
48047,7377,89.488,3.776,49.903,10,27.875,33.3,11,24.2,27.2,1.8,19.0016103,51.002
51077,15793,3.179,7.082,48.77,5.8,31.893,22.4,10.8,32.1,30.3,35.1,-61.4192597,-57.674
13133,15743,6.146,38.217,51.376,7,42.823,20.6,24.4,28.7,29.7,41.3,-26.4959545,-25.977
39045,143712,2.117,10.919,50.266,4.3,59.921,8.4,26.2,25,32.6,306.4,-23.4938964,-26.953
39161,28496,2.979,3.095,51.117,4.1,49.565,9.1,15.4,29.8,37.9,121.1,-57.3538256,-56.397
5021,15585,1.952,2.74,51.016,6.9,33.826,22.8,9.8,36.4,33.7,25.2,-60.2739726,-29.677
48461,3130,53.273,7.45,48.617,3.9,55.918,22.4,11,23.6,26.9,67.4,-73.6842105,-52.238
31003,6652,2.682,1.746,50.483,2.5,50.919,8.9,18.3,25.9,27.6,55.7,-73.7091822,-72.547
37119,913639,12.796,41.142,51.917,5.4,59.049,11,41.5,19,23.9,53.1,35.075381,29.871
13181,7913,1.395,32.842,51.075,6.6,39.484,17.7,10.8,25.4,29,38,-37.5053763,-36.293
18177,67552,2.73,9.122,51.601,5.3,40.929,15.8,17.7,30.2,29.6,55,-29.0581308,-30.131
5149,22496,18.906,6.079,50.09,5.3,37.08,25.2,11.9,35.2,37.1,23.9,-58.4779707,-48.7
20181,5860,12.435,4.296,49.423,3,43.1,12.3,15.2,30,29.9,2.9,-68.6835351,-67.127
13071,45596,18.672,27.131,50.473,6.4,33.509,28.6,12.9,33.2,35.2,83.6,-47.1926879,-47.322
29007,25556,2.947,10.136,54.798,4.6,41.302,15,12.3,27.7,34.7,10.4,-47.1846847,-43.951
1081,135883,3.85,29.319,50.84,5.1,41.256,12.5,33.2,22.9,29,230.8,-20.0996515,-23.122
55015,44739,4.309,4.986,49.821,3.6,68.43,7.4,28,22,31.3,153.9,-19.6269578,-21.609
28093,36900,3.458,49.563,50.643,7.3,37.554,24.9,11.3,36.5,39.1,49.9,3.1042549,9.654
19051,8562,1.22,1.665,50.679,4.4,46.75,13.7,16.8,29.1,32.7,112.4,-49.2930278,-45.231
48261,369,75.184,7.125,50.123,2.8,38.451,32.1,14.3,22.4,26.4,50.4,-31.9587629,8.065
1029,14759,2.51,5.58,50.566,6,40.418,24.7,10.6,30.1,30,26.7,-80.3791338,-77.373
51117,31969,2.764,37.875,51.762,6.2,38.5,21.6,15.2,28.1,30.9,52.3,-15.1971371,-11.28
42023,5163,0.866,2.282,50.613,7,40.257,11.8,14.6,25,27.9,208.7,-46.7132292,-50.692
17195,58961,11.978,4.52,50.593,6.3,49.895,12.3,16.6,26.6,28.7,29.6,-8.3068493,-6.315
16049,15461,3.509,5.881,47.738,6.1,39.551,10.2,16.8,21.5,25.7,21.2,-65.2468236,-63.785
8105,11581,44.711,6.983,50.143,6.3,40.593,16.2,20.9,17.1,23.2,13.1,-18.4773989,-19.588
