fips,never,rarely,sometimes,frequently,always
26075,11,8,13.3,16.6,51.1
26077,2,5.9,6.2,16.7,69.3
26079,1.8,3.7,7,22.8,64.6
26081,1.9,6.1,6.3,21.5,64.1
26083,0.6,7.1,12.9,27.7,51.8
26085,5.2,12.2,7.3,20.4,54.8
26087,3.6,10.5,10.4,13.3,62.2
26089,0.3,3.8,9.2,20.3,66.3
26091,1.8,2.7,8.3,26,61.2
26093,4.2,2.1,5.2,19.8,68.7
26095,2.8,3,8.8,23.7,61.7
26097,3.2,4,7.3,25.6,59.9
26099,3.4,4.3,9,14.5,68.8
26101,3.5,5,8.7,12.1,70.7
26103,1.6,4.5,11,25.1,57.8
26105,4.6,5.4,19.9,14,56.1
26107,9.1,10.4,8.7,24.3,47.5
26109,5.9,7.3,6.8,25.3,54.7
26111,3.1,3,9.8,21.4,62.6
26113,2.5,3.6,8.2,19.1,66.6
26115,6.6,3.5,5.4,18.3,66.3
26117,2.8,13.7,16.7,21,45.8
26119,4.4,7.1,12.6,18.6,57.4
26121,8.4,4.5,10,16,61.1
26123,9.9,12.1,2.7,30,45.4
26125,2.8,2.7,4.9,16.9,72.7
26127,7.4,3.3,11.4,16.3,61.6
26129,6.1,11.7,10.6,25.9,45.8
26131,2.5,8.6,12.3,26.5,50.1
26133,7,7.3,8.9,23.8,53.1
26135,5.7,7.3,9.6,18.1,59.3
26137,6,6.8,9.7,17.2,60.2
26139,4.2,5.7,12,25.1,53.1
26141,2,4,14.3,22.3,57.5
26143,1.2,3.7,9.7,21.7,63.7
26145,3.1,7.3,8.2,19.7,61.6
26147,5.1,6.9,4.6,19.4,64
26149,4.8,7.9,19.7,18.9,48.8
26151,7.8,11.2,7.7,21,52.2
26153,4.1,2.1,14,18.7,61.1
26155,11.6,4.6,6.5,29.7,47.5
26157,9.1,5,7.8,24.6,53.6
26159,2.5,6.8,13.7,18.3,58.7
26161,1.9,2.2,4.6,18,73.3
26163,4.6,3.2,7.5,15.6,69
26165,3.6,5.6,7.7,17.1,65.9
27001,18.7,11.5,7.5,24.7,37.5
27003,5.4,7.8,13.2,24.5,49.2
27005,5.2,28,17.5,24,25.2
27007,9.4,15.5,22.5,18.5,34
27009,8.4,13.9,20.9,14.7,42
27011,25.6,12.1,18.5,14.6,29.2
27013,6.5,7.8,14.6,27.6,43.5
27015,10.1,6.1,25.1,26.5,32.2
27017,5.8,5.4,9,32.9,46.9
27019,2.4,12.8,18.3,29.6,36.8
27021,10.5,12.7,10.7,23.5,42.6
27023,10.8,10.6,24.4,22.4,31.8
27025,6.4,10.4,16.5,25.3,41.4
27027,9.2,12.1,13.8,23,41.9
27029,6.5,21,20.3,17.2,35.1
27031,18.4,2,3.8,25.7,50
27033,21.6,4.5,26.2,21.5,26.3
27035,14.7,11.2,8.1,24.9,41.1
27037,7.2,7.6,12.9,23.6,48.8
27039,3.5,9.6,7.1,32.5,47.3
27041,9.9,17.8,14.8,22.5,35
27043,7.8,15.8,16.3,26.1,34
27045,2.6,10.2,9.9,29,48.3
27047,13.5,8.5,20.6,28.3,29.1
27049,3,3.9,13.8,28,51.3
27051,11,13.7,19.3,16.5,39.6
27053,2.1,4.4,9.6,24.3,59.6
27055,7.2,8,8.6,28.3,47.8
27057,7.8,15,16.4,22.7,38
27059,10.4,9.9,21.5,14,44.2
27061,16.2,14.2,15.1,20.9,33.6
27063,32.5,2.4,14,17.1,34
27065,22.3,14.8,13.7,14.6,34.6
27067,10.9,10.7,18.2,29,31.2
27069,6.8,16.8,22.1,25.1,29.2
27071,15.9,18.3,8.7,25.5,31.6
27073,18.4,9.6,24.8,17.9,29.3
27075,8.7,3.3,7.5,34.1,46.4
27077,9.1,17.1,17.6,24.9,31.3
27079,5.5,16.8,14.7,25.4,37.7
27081,11,7.8,20.3,29.2,31.7
27083,13.4,7.5,24.2,21,33.9
27085,6.1,17.6,19.3,38.3,18.6
27087,7,27.9,8.3,18.5,38.2
27089,7.8,15.2,22.1,23.4,31.5
27091,18,11.5,13.4,20.5,36.6
27093,7.2,14.4,9.4,32.3,36.7
27095,22.4,12.2,15.9,14.6,34.9
27097,14,12.6,12.1,24,37.3
27099,7.1,10.7,11.3,26.2,44.8
27101,13.1,7.1,22.4,27,30.3
27103,6.3,8.5,16.4,29.6,39.2
27105,24.4,7.8,18,21.5,28.4
27107,12.2,15.4,10.9,18.6,42.8
27109,2.3,10.1,5.7,33.3,48.5
27111,7.8,18.2,27.8,17,29.1
27113,8.1,19.7,21.1,20.5,30.6
27115,17.8,14.3,7.4,24.2,36.4
27117,8.8,18.2,13.2,28.1,31.7
27119,10.4,20.8,19.7,19.6,29.5
27121,13.9,14.7,10.3,21.6,39.5
27123,4.4,4.6,8.6,25.9,56.4
27125,9.5,24.1,19.4,18.4,28.6
27127,8.1,12.3,24.8,25.5,29.3
27129,5,13.6,19.3,37.4,24.7
27131,8.9,3.8,11.7,30.1,45.4
27133,9.5,22,11,24.7,32.8
27135,7.7,15.1,21.1,23.4,32.7
27137,9.5,5.2,9.8,29.7,45.7
27139,2.1,5.7,12,31.9,48.2
27141,6.4,17.5,17.5,23.9,34.6
27143,4,17.5,17.2,38,23.3
27145,8.2,14.2,18.7,17.4,41.5
27147,7.4,6.2,14.4,35.4,36.5
27149,16.9,12.6,11.7,19.2,39.7
27151,17,11.3,15.2,21.2,35.3
27153,9.7,19.8,14.6,19.6,36.3
27155,19.6,13.9,16,11,39.5
27157,4.1,8.5,12.9,31.8,42.7
27159,6.1,21.1,15.7,20.3,36.7
27161,7.4,4.8,11.7,33.2,42.9
27163,4.4,8.8,10.3,26.2,50.3
27165,14.9,5.3,22.5,22.1,35.2
27167,16.6,14.8,23.9,9.6,35.2
27169,2.9,15.1,5.7,32.8,43.5
27171,8.3,10.9,16.2,25.9,38.7
27173,12.2,9.6,25.4,20.2,32.6
28001,11.3,11.2,13.1,8.4,56
28003,6.9,13.1,15,22.2,42.8
28005,11,9.2,12.2,20.4,47.3
28007,6.5,10.4,9.2,13.9,60.1
28009,1.8,1.4,24.6,23.3,48.9
28011,12.3,4.6,12.7,24.9,45.6
28013,7.4,16.1,9.2,17.9,49.4
28015,8,14.4,11.9,12,53.7
28017,7,13.4,8.8,18.2,52.5
28019,3.5,9.4,6.4,21.9,58.8
28021,3.8,6.1,8.8,21.4,59.8
28023,4.4,2.1,13.3,20.5,59.7
28025,2.9,8.2,9.8,21.4,57.7
28027,3.8,5.6,11.8,33,45.9
28029,7.3,8.4,13.4,15.7,55.2
28031,11,10.5,8.5,19.3,50.6
28033,5.5,7.8,8.8,23.6,54.3
28035,7.2,4.2,9.1,26.7,52.7
28037,8.7,11.2,15.4,13.8,50.9
28039,3.7,10.2,8.8,34.6,42.8
28041,1.5,11.2,7,26.2,54.1
28043,5.6,13.5,13.3,18.9,48.6
28045,6.3,9,8.9,25.4,50.3
28047,9.3,7.1,14.2,23.7,45.7
28049,1.9,9.6,11.5,18.3,58.8
28051,6.2,7.2,9.5,9.9,67.2
28053,11.7,7.1,9.8,10.4,61
28055,3,6,13.7,16.2,61.2
28057,11.6,7.4,15.5,19.1,46.4
28059,7.7,9.2,12,24,47.2
28061,6.6,9,14.4,16.7,53.3
28063,7.6,8.3,13.7,15,55.5
28065,14.1,13.2,10.1,18.1,44.5
28067,6.9,7.9,11.8,16.9,56.5
28069,3.2,2.1,8.2,17.7,68.7
28071,1.9,5.9,16.1,20,56
28073,8.7,4.5,8,27,51.7
28075,3.6,1.8,10.5,19.7,64.3
28077,11.9,13.3,14.2,13.5,47.1
28079,3.1,4,13.9,15.8,63.3
28081,9.4,9.2,13,18,50.5
28083,12.2,9.3,11.9,12.9,53.7
28085,7.7,12.9,13.6,14.2,51.6
28087,1.8,5.2,14.8,19.3,59
28089,2.9,4.3,18.4,24.2,50.2
28091,13.7,9.6,10.3,25.5,40.8
28093,1.3,0.6,13,30.1,55
28095,8.7,6.4,13.9,17.1,53.9
28097,5.8,17.6,10.9,14.7,51
28099,1.7,1.8,6.6,17.1,72.9
28101,1,2.5,10,20.3,66.2
28103,0.9,3.4,11.2,20.3,64.2
28105,1.5,7,8.1,24.2,59.1
28107,6.1,15.8,11.3,26.9,39.9
28109,5,12.4,8.8,25.1,48.7
28111,5.7,5.6,11,27.3,50.3
28113,11.6,9.2,10.6,15.5,53.1
28115,6,11.3,11.4,19.7,51.6
28117,10.3,10.4,17,23.4,38.9
28119,4.1,10.1,10,31.2,44.6
28121,3.1,10.3,12.7,17.9,56.1
28123,2.6,4.9,12.9,25.2,54.3
28125,6.6,6.8,14.8,12.8,59
28127,8.1,12.4,14.9,15.4,49.1
28129,10.6,17.2,11.1,19.4,41.7
28131,10.9,6.4,12.4,22.4,47.9
28133,13.7,6.4,11.8,18.2,49.8
28135,6.1,8.6,11.8,27.4,46.1
28137,9.7,5.2,14.9,26.5,43.7
28139,6.8,6.9,21.7,21.3,43.4
28141,7.2,17.9,15.5,22.5,37
28143,13.1,3.6,8.9,17.6,56.8
28145,7.8,8.5,14.8,21.9,47
28147,15.8,8.6,13.4,21.3,40.9
28149,2.1,7.9,9.5,21.7,58.6
28151,13.8,8.4,16.4,11.4,50
28153,3.7,6.2,12.1,19.4,58.7
28155,5.2,14.5,7.9,22.2,50.2
28157,14.6,14.3,7.5,15.5,48.1
28159,2.9,3.8,5.7,19.9,67.6
28161,2.9,10.8,12.1,21.7,52.3
28163,5,3.8,14.5,15.9,60.8
29001,6.7,9.8,18.7,25.3,39.5
29003,13.3,19.7,16.4,23.4,27.2
29005,9,14.4,9.7,28.7,38.2
29007,11,7.8,20.3,28.1,32.7
29009,10.6,6,25.6,23.5,34.3
29011,15,13.1,13.4,11.1,47.4
29013,13.8,6.8,11.2,23.7,44.4
29015,18.8,12.2,16.8,27.7,24.5
29017,9.7,15.2,13.2,26.8,35
29019,7.3,7.5,11.3,22.4,51.5
29021,12.1,18.3,17.5,21.9,30.2
29023,18.9,17.5,16,13.5,34.2
29025,10.9,13.3,21.1,18,36.7
29027,12.3,12,21.7,19.6,34.4
29029,26.6,9.3,14.7,12.4,37.1
29031,8,10.9,13.7,28.5,38.9
29033,15.5,13,7.8,28.6,35.1
29035,15.9,28.5,15.1,12.5,28.1
29037,2.7,8.2,17,18.5,53.5
29039,27.5,5.6,17.3,15.5,34.1
29041,11.7,14.1,8.4,27.8,38
29043,13,11.3,5.3,25.3,45.1
29045,15.4,13.8,16.5,22.3,32
29047,3.3,3.7,7.6,19.9,65.5
29049,6.6,10.3,10.6,20.9,51.7
29051,8.7,18.5,10.7,18.7,43.4
29053,6,9,12.7,18.3,54
29055,16.7,14.8,13.6,15.9,39.1
29057,31.2,4.4,13.8,13.6,36.9
29059,16.5,14.3,16.7,15.4,37.1
29061,12.4,16.6,17.2,24.7,29.1
29063,14.4,13.3,15.9,24.1,32.3
29065,16.7,16.9,17.5,19.6,29.3
29067,28.5,14.9,7,16.7,32.8
29069,6.8,8.5,15.4,21.5,47.8
29071,12.2,8.6,10,23.3,45.8
29073,8.6,20.7,16.8,13.5,40.4
29075,10.1,16.6,18.2,29.9,25.1
29077,9.9,8.2,12.8,27.2,41.8
29079,19.5,19.3,12.9,24.7,23.6
29081,17.3,12.8,21.5,24.8,23.6
29083,12.8,14.7,11.7,34.5,26.2
29085,18.2,18,15.9,16.4,31.6
29087,12.9,22.3,15.6,23.2,26
29089,7.6,9.6,10.7,19.1,53.1
29091,30.1,14.2,20.8,10.7,24.2
29093,13.3,9.1,7.2,28,42.3
29095,2.7,6.6,8.8,21,60.9
29097,13.8,15.2,14.7,17.6,38.8
29099,4.2,11.7,17.8,21.6,44.7
29101,16.8,10.7,2.6,18.9,51.1
29103,8.2,11.2,18.2,27.1,35.3
29105,31.3,12.1,17.2,10.7,28.7
29107,3.3,9.8,5.2,24.7,57.1
29109,24.1,5,25.1,22.2,23.7
29111,16.4,10.9,17.7,23,32
29113,6.3,11.9,23.6,28.2,29.9
29115,12.6,15.6,11.8,27.4,32.6
29117,15,22.8,11.1,25,26
29119,15.2,14.5,8.9,13.8,47.6
29121,11.8,12.7,15.8,25.8,33.8
29123,8.2,12.4,9.2,29.6,40.6
29125,9.8,15.8,12.1,19.8,42.4
29127,17.8,9.3,21.2,18.5,33.2
29129,23,13,21.6,16.2,26.1
29131,20,12.6,13.7,14.7,39
29133,12.9,9.7,14.1,22.1,41.3
29135,10.2,26.8,11,20.2,31.8
29137,16.4,10.5,18.2,20.3,34.6
29139,6.2,7.7,16.1,30.7,39.2
29141,21.1,11.8,17.5,19.3,30.4
29143,9.8,11.2,14.9,18,46.1
29145,15.6,12.1,14,21.1,37.3
29147,9.3,19.3,16,28.3,27.2
29149,14.2,19.6,29.3,12.9,24.1
29151,6.7,13.3,17.1,16,46.9
29153,17.9,12.8,12.8,13,43.5
29155,7.9,13.4,17.5,20.4,40.7
29157,3.2,10.2,15.6,30.2,40.8
29159,18.5,11.1,15.6,25.4,29.4
29161,13.9,17.7,11.9,24.4,32
29163,8.2,12.8,36.3,26.3,16.4
29165,4.4,4,8.8,18.9,63.8
29167,18.3,10.9,10.3,18.9,41.6
29169,20.8,10.3,16,17.5,35.4
29171,10.7,11.1,20.9,19.1,38.2
29173,16,10.6,24.8,19.6,29
29175,16.3,8.8,14.5,19.4,41
29177,7.3,12.4,23.3,18.4,38.6
29179,13.7,18.3,8.5,22.9,36.6
29181,12.6,25.4,16.1,15,30.8
29183,4.1,5,9.1,28.6,53.2
29185,16.3,14.5,18.2,27.9,23
29186,2.5,14,14.4,31.1,38
29187,10.3,12,8.5,26.4,42.8
29189,2.4,2.8,6.9,18.2,69.7
29195,8.3,23,11.2,18.6,38.9
29197,5,10.1,21.1,22.2,41.6
29199,7.3,11.2,20.9,24.6,36.1
29201,12.5,11.5,12.8,24.7,38.5
29203,21.2,25,19.8,9.8,24.3
29205,14.2,14.4,16,23.8,31.7
29207,13.7,12,15.6,17.6,41.1
29209,5.6,9.3,17.1,24.7,43.4
29211,13.6,12.7,17.4,22.3,34.1
29213,5.3,7.9,21.4,15.5,49.9
29215,30.9,17.1,23.1,10.6,18.3
29217,16.4,10.5,11,12.5,49.6
29219,11,8.3,11.1,25,44.6
29221,18.1,9.2,11.8,19.1,41.8
29223,19.1,17.1,13,19.6,31.3
29225,29.7,9,16.2,13.7,31.3
29227,9.8,17,21.8,27.2,24.1
29229,41.9,13.9,18.7,10,15.5
29510,3.9,1.7,8,13.7,72.6
30001,16.5,12.7,10.2,18,42.5
30003,13.6,19.6,14.7,25,27.1
30005,28.7,8,18.8,25.2,19.2
30007,16.5,9.8,9.9,19.9,43.9
30009,14,16.9,16.3,26,26.7
30011,12.3,12.1,12.7,21.2,41.7
30013,17,14.3,16,14.5,38.2
30015,19.6,13.5,17.1,15.2,34.6
30017,8.5,26.1,14.4,28,23
30019,17.2,24.4,18.6,26.9,12.9
30021,13.9,24.9,17.6,27.4,16.1
30023,14.1,17.3,6.4,13.3,48.9
30025,11.8,19.9,14.6,29.6,24
30027,28.4,11.1,15.7,18.7,26.1
30029,7.6,16.7,15.9,22.4,37.4
30031,13.2,9.3,11.5,21.3,44.8
30033,13.4,19.9,18,26.5,22.1
30035,8.4,15.4,17,19.6,39.6
30037,13.4,18.1,16.8,24.6,27.1
30039,11.6,17,10.9,18.3,42.2
30041,27,10.6,15.9,19.2,27.3
30043,15.8,11.1,7.6,16.9,48.7
30045,23.3,11,17,13.9,34.9
30047,8.7,23,12.8,20.6,34.9
30049,14.9,10.7,8,18.5,47.9
30051,18.8,14.6,16.7,14.7,35.2
30053,11.8,17.4,11.8,18.8,40.2
30055,14.2,27.4,17.9,26.7,13.9
30057,17.2,11.3,10.5,21,40
30059,18.8,9.3,12,20.3,39.6
30061,9.7,27.8,11.9,18.3,32.3
30063,9.1,20,12.8,20.9,37.2
30065,12.8,17.8,16.9,25.7,26.8
30067,11.4,9.9,10.6,21.4,46.7
30069,15.7,15.4,17.4,24.7,26.9
30071,22.9,11.4,21.4,29.6,14.7
30073,12.3,17.5,17,14.2,39
30075,19.3,24,10.6,18.8,27.3
30077,11.8,14.4,6.9,14,53
30079,10.1,27,17.1,28.3,17.6
30081,12.1,17.7,11.4,19.5,39.3
30083,17.6,21.6,16.2,25.5,19.1
30085,16.9,24.6,17.8,26.1,14.6
30087,12.6,21.4,14.3,24.8,26.9
30089,15,20.4,19.1,17.2,28.3
30091,17.9,20.3,17.8,25.6,18.5
30093,15.8,13.8,5.9,14.3,50.3
30095,12.6,17.3,16,25.5,28.6
30097,11.6,15.7,12.6,22.7,37.4
30099,13.4,17.6,14.7,15.2,39.1
30101,13.8,16.5,17.8,13.5,38.4
30103,12.2,18.8,16,25.9,27
30105,17.2,23.5,18.7,29.1,11.5
30107,21.4,13.5,14.4,18.9,31.8
30109,16.5,21.9,16.1,26.7,18.7
30111,12.9,17.7,16.7,26.2,26.5
31001,5.7,12.8,8.9,29.1,43.5
31003,19.8,9.6,19.1,16.1,35.4
31005,14.4,13.5,11.7,24.8,35.6
31007,24.9,12.8,13.4,21.6,27.2
31009,17.6,10.3,12.3,30.5,29.3
31011,15.6,8,15.1,19.7,41.5
31013,30.3,11.2,9.6,28.5,20.3
31015,8.1,15.9,26.7,18.4,30.9
31017,14.1,8.2,16.7,27.5,33.5
31019,6.5,11.3,10.4,32.7,39.1
31021,6.6,6.3,9,32.1,46
31023,2.7,10.5,26.3,23.8,36.5
31025,4.2,4.9,11.9,24,55
31027,20.7,16.3,16.1,17.7,29.3
31029,5.5,19.2,15.6,23.2,36.4
31031,15.8,4.2,9.5,37.7,32.8
31033,11.6,15.9,16.4,33.8,22.3
31035,6.4,13.2,12.4,28,40
31037,5.4,8.9,22.8,28.7,34.1
31039,14.7,6.6,12.2,34.7,31.7
31041,14.3,10.4,11.2,32.8,31.4
31043,11.3,16.7,13.1,16.3,42.5
31045,22.4,10.3,11,32.1,24.2
31047,9.6,11.4,11.5,34.8,32.8
31049,9.3,14.7,13.8,26.7,35.5
31051,16.3,16,13.1,16.2,38.3
31053,14,3.6,13.6,37.4,31.4
31055,9.1,6.9,9.5,26.3,48.2
31057,5.3,23.2,17.3,23.1,31.1
31059,5.3,9.6,26.3,37.5,21.3
31061,8.3,16.8,8.3,28.8,37.8
31063,9.4,12.1,13.6,33.6,31.3
31065,10.1,13.5,12.9,31.9,31.5
31067,12.7,3,10.3,26,48
31069,20.2,12.4,11.9,26.8,28.8
31071,16.8,8.4,14.2,23.6,37
31073,8.6,12,11.5,34.7,33.3
31075,19.9,11.6,10.2,27,31.3
31077,12.2,9.1,12.2,24.5,42.1
31079,4.8,11.4,10.3,28.4,45.1
31081,4,12.4,15.7,25.2,42.7
31083,8.9,15.8,10.2,30.2,34.8
31085,7.2,15.1,16.1,27.3,34.3
31087,8.5,16.2,19,26.3,30.1
31089,11.3,13.4,23.4,15.4,36.5
31091,15.1,12.3,11,27.9,33.7
31093,7.3,10.4,10.8,28.1,43.3
31095,20.6,5,5.5,30.6,38.4
31097,6.1,17.5,24.7,20.7,31
31099,6.2,12.7,9.4,31.8,39.9
31101,9.3,15,13,23.5,39.3
31103,12.4,9,18.3,27.3,33.1
31105,18.7,17.3,16.1,22.8,25
31107,17.1,17.8,19.5,15.7,29.9
31109,9.3,6.1,11.2,26.4,47
31111,10.3,14.5,12.3,28.7,34.1
31113,14,13.3,11.5,30.8,30.4
31115,19.3,8.4,12.9,27.6,31.8
31117,12.1,14.7,11.5,25.7,36.1
31119,25.1,8.2,19.4,15.6,31.7
31121,5,12.5,13.7,23.4,45.4
31123,26.1,11.9,12.4,27.3,22.3
31125,9.1,11.1,13.1,20.7,45.9
31127,9,14.8,13.7,29.3,33.3
31129,13.8,13.2,6.4,34.9,31.8
31131,11,9.7,9,27.5,42.8
31133,6.7,14.7,21.5,25.4,31.6
31135,6.9,16.4,14.2,23.3,39.3
31137,7.2,12.6,10.3,33.6,36.3
31139,25.3,11,18.5,14.2,31.1
31141,4.4,9.4,17.6,25.4,43.2
31143,2.9,16.7,27.7,17.4,35.3
31145,10.2,12.3,16.9,30.8,29.8
31147,9.8,18.5,16.6,25.2,29.8
31149,13,10.2,19.8,22.2,34.9
31151,2.1,7,18.6,21.7,50.7
31153,9.4,6.9,14.4,26,43.3
31155,10.8,9,28,22.3,30
31157,25.6,13.2,11.3,24.5,25.5
31159,2.8,4.6,21.6,10.9,60.1
31161,24.8,8.3,9.4,33.3,24.2
31163,9.3,9.9,11,30.7,39
31165,24.1,16.1,10.1,29.2,20.5
31167,26.5,8,19.2,15.4,30.9
31169,18.5,7.1,6.6,42.9,24.9
31171,15.2,12,11.8,30.2,30.8
31173,12.3,15.3,11.9,18.7,41.8
31175,13.5,9,11.8,27.8,38
31177,8.6,11.6,15,26.1,38.6
31179,24.5,12,15.5,14.1,34
31181,9.1,16.7,6.8,28.6,38.9
31183,16.2,8.4,15.5,20.1,39.9
31185,4.4,16.8,42.2,18.4,18.2
32001,2.2,9.3,5.8,15.3,67.4
32003,2.7,3.2,5.4,14.5,74.2
32005,2.9,5.5,9.1,23.8,58.8
32007,2.1,4.6,19,36.4,37.9
32009,8.6,0.4,0.6,3.2,87.2
32011,0.2,5.4,17,38.6,38.7
32013,0.8,4.2,15.6,6.9,72.5
32015,0.4,8.5,14.2,18.2,58.8
32017,4.8,1.9,14.7,17.7,61
32019,3.7,6.9,5,17.3,67.1
32021,2.2,1.8,9,11.5,75.5
32023,6.1,3.8,5.2,18.3,66.6
32027,1,1.3,24.8,3.8,69.1
32029,1.5,3.8,3.9,12.6,78.2
32031,2.4,2.5,6,21.5,67.6
32033,5.9,1.6,20.8,42.1,29.6
32510,2.3,6.4,5.4,27.4,58.5
33001,11.4,2,11,15.8,59.8
33003,8.8,3.5,10.7,17.2,59.8
33005,2,7.5,9.3,20.2,60.9
33007,1.7,5,6.8,16.9,69.7
33009,3.9,2.6,3.2,19.9,70.5
33011,3,6.9,6.6,16.4,67
33013,8.5,6.7,7.5,15.8,61.5
33015,1.8,5.7,7.4,21.2,63.9
33017,8,7.4,9.8,19,55.8
33019,6,10.3,1.2,25.2,57.4
34001,1.9,4.1,3,17.6,73.4
34003,2,1.4,5.3,15.1,76.2
34005,2.3,2,4.3,13.4,77.9
34007,2.8,0.5,2.7,13.7,80.2
34009,1.3,1.1,2.2,21.4,74
34011,3.2,0.6,5.8,14.2,76.2
34013,3.5,1.4,8.5,18.3,68.2
34015,4.7,1,5.2,14.5,74.6
34017,2.2,1.9,7.7,21.1,67
34019,0.7,3.8,6.5,8.5,80.4
34021,1.7,1.4,5,16.2,75.7
34023,2,1.6,5.4,14.6,76.5
34025,1,2.2,4.1,16.4,76.4
34027,2.3,1.8,4.9,19.1,72
34029,1.2,5.6,5.5,10.4,77.2
34031,2.9,1.5,6.3,13.8,75.6
34033,4.1,4.3,3.6,15.4,72.6
34035,1.6,2.7,4.6,12,79.1
34037,2,2.6,2.9,20.5,72
34039,1.2,1.1,5.9,20.2,71.6
34041,3.5,2,4.4,15.2,74.9
35001,3.6,1.4,5.7,13.5,75.8
35003,5.4,3.9,3.6,10.9,76.2
35005,7.4,4,10.8,14.4,63.4
35006,0.3,5.9,1.4,8.5,83.9
35007,4.1,1.9,9.1,10.6,74.3
35009,1.1,12.9,11.1,20.9,54
35011,3.6,6.9,8.5,9.8,71.2
35013,1.1,4.4,3.6,9.7,81.2
35015,20,7,9.2,23.9,39.9
35017,4.3,3.1,15,20.5,57.2
35019,1.4,4.9,7.2,9.8,76.6
35021,5.7,15.2,6.2,11.5,61.4
35023,5.6,3.7,18.6,15.3,56.9
35025,11.2,2.4,11.5,33.1,41.8
35027,4,1.2,5.5,16.2,73.1
35028,0.1,4.1,7.6,17.3,70.9
35029,10.5,4.6,2.4,11,71.5
35031,1,6,0.8,20.2,72.1
35033,0.2,2.7,6.7,9.8,80.6
35035,7.4,3,14.3,15.8,59.5
35037,4.9,15.2,7,15.9,57.1
35039,0.7,5.4,10.2,16.2,67.5
35041,0.9,15.4,8.9,14.6,60.2
35043,1.7,1.5,9.6,11,76.2
35045,5.7,1.5,11.8,25.5,55.5
35047,0.4,2,5.7,11.9,80
35049,0.8,1.6,3.1,14.3,80.3
35051,3,3.9,3.3,23.9,65.9
35053,0.2,0.8,5,19.3,74.6
35055,0.6,4.1,5.5,11.3,78.5
35057,9.7,0.5,3.5,16.7,69.6
35059,12,11.8,12.7,24.2,39.3
35061,0.6,0.9,14.3,19.5,64.8
36001,0.6,1.2,5.2,14.2,78.8
36003,6.2,1.5,2.8,12.4,77.1
36005,4.3,1.3,6.6,13.6,74.2
36007,4.4,2.8,5.1,6.6,81.2
36009,1.5,1.3,2.4,15.6,79.3
36011,0,3.3,7.2,16.2,73.2
36013,2.9,2.4,3.8,20.6,70.3
36015,1.2,4.6,9.2,25.6,59.4
36017,4.8,4.5,1.5,15.6,73.5
36019,1.7,2.4,10.2,8.4,77.3
36021,1.4,0.4,2.9,10.4,84.8
36023,0.1,6.2,1.5,11.8,80.3
36025,5.7,5.3,3.4,11.2,74.4
36027,0.7,0.9,3.1,9.9,85.4
36029,1.8,1.4,4,16.1,76.6
36031,5,5,5.7,10.7,73.6
36033,2.6,2.7,11.7,9.7,73.3
36035,7.8,1.5,6,11.8,72.9
36037,0.1,1.7,1.5,18.7,78.1
36039,2.2,1.4,3,14.6,78.8
36041,4.2,2.4,5.3,22.9,65.3
36043,1.5,2.6,4.2,15.8,75.8
36045,0.8,5.8,3.8,11.6,78
36047,3.5,3.4,5.8,14.1,73.2
36049,6.9,3.6,2,11,76.5
36051,1.1,3.4,0.9,11.1,83.5
36053,0.3,1.5,4.3,10.7,83.2
36055,1.8,1.2,5.6,12.9,78.5
36057,10.2,0.5,5.4,9,74.9
36059,1.7,1.8,4.3,14.2,77.9
36061,2,1.6,4,12.1,80.3
36063,0.1,2.8,3.7,20.4,73
36065,1.6,2.5,3.3,15.3,77.4
36067,1.9,0.8,5.4,16.3,75.6
36069,0.1,1.2,3.1,10.7,84.9
36071,2.3,0.8,4.2,18,74.6
36073,0.1,3.3,5.9,21.3,69.3
36075,1.7,0.3,9.4,11.9,76.6
36077,3.2,6.5,2.7,9.6,77.9
36079,0.3,1.8,2.2,10.5,85.2
36081,2.2,2.3,6.8,13.6,75.1
36083,1.8,1.8,7.3,14,75.1
36085,3.3,1.5,4.6,17.8,72.8
36087,1.1,1.8,5.4,19.5,72.2
36089,2.7,2.9,9.5,14.9,70.1
36091,2,1.2,6.2,15.6,75.1
36093,4,0.7,5.1,6,84.1
36095,0.7,2,4,10.8,82.5
36097,1,0.9,7.1,23.9,67
36099,0.1,1.2,4.2,8.2,86.4
36101,3.6,3.1,5.7,20.1,67.4
36103,4,1.9,5.3,10.6,78.2
36105,2.4,3,4.3,8.5,81.7
36107,1.9,1.1,1.8,11.4,83.9
36109,1.2,1,4.6,9.8,83.3
36111,1.4,2.3,4.5,10,81.8
36113,2.6,1.8,10.4,13,72.3
36115,2.6,2.7,13.5,13.8,67.3
36117,0.1,1.6,6.1,13.2,78.9
36119,2.5,1.8,4.4,11.5,79.8
36121,0.1,2.4,0.8,10.7,86.1
36123,0,0.6,2.3,8.7,88.4
37001,4,7.3,12.6,17.5,58.6
37003,2.7,2.3,10.3,27.2,57.5
37005,15.3,6.7,6.7,21,50.4
37007,5.3,6.2,8,16.3,64.1
37009,14.9,2.6,8.3,28.7,45.5
37011,9.6,1,21.2,17.3,50.9
37013,3.7,8,4.1,21.9,62.3
37015,10,4,6.4,21.4,58.2
37017,7.3,2.3,7.6,10.4,72.4
37019,2.4,1.8,3.6,24.8,67.3
37021,0.9,2.3,4.4,23,69.3
37023,9.1,5.6,12.4,18.9,54
37025,4,2.2,9.2,27,57.6
37027,2.8,3.1,7.2,19.9,67
37029,9.1,2.5,12.1,18.8,57.5
